Component Name,Original Filename,Area,Mass Info,Sample Name
Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140,2710000,146.0 / 128.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171,6270,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179,4400,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149,4400,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155,5400,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173,4330,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181,2800,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147,4670,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141,3200,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157,2600,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163,3870,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165,2330,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180,1870,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140,1800,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148,1200,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164,1470,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156,667,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172,801,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305
Glutamate 149/131,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313,0,149.0 / 131.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178,204000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146,209000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162,228000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170,251000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186,184000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154,193000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169,145000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185,142000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145,139000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161,123000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176,116000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153,118000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168,124000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144,115000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177,112000,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160,96900,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152,78800,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143,78900,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167,75400,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183,65100,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184,87500,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151,61500,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175,51100,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159,54400,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166,21100,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182,19300,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150,19500,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142,18800,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158,17700,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174,14700,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141,2800,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173,1870,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157,2070,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149,1200,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171,734,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155,933,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165,866,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181,600,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163,534,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172,133,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179,267,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156,133,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147,334,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180,67,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140,67,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148,67,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164,67,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292
Glutamate 150/132,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300,0,150.0 / 132.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300
