Component Name,Original Filename,Area,Mass Info,Sample Name
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=10 ,11000,137.0 / 119.0,3G Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=19 ,12800,137.0 / 119.0,3G Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=28 ,10600,137.0 / 119.0,3G Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=37 ,4200,137.0 / 119.0,3G Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=46 ,10200,137.0 / 119.0,3G Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=55 ,7000,137.0 / 119.0,3G Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=11 ,7600,137.0 / 119.0,3P Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=20 ,8800,137.0 / 119.0,3P Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=29 ,8800,137.0 / 119.0,3P Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=38 ,8400,137.0 / 119.0,3P Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=47 ,7200,137.0 / 119.0,3P Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=56 ,9400,137.0 / 119.0,3P Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=9 ,10600,137.0 / 119.0,3V Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=18 ,12800,137.0 / 119.0,3V Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=27 ,9200,137.0 / 119.0,3V Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=36 ,8800,137.0 / 119.0,3V Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=45 ,11000,137.0 / 119.0,3V Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=54 ,8200,137.0 / 119.0,3V Lac
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,0,137.0 / 119.0,1G NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=13 ,0,137.0 / 119.0,1G NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=22 ,0,137.0 / 119.0,1G NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=31 ,0,137.0 / 119.0,1G NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=40 ,0,137.0 / 119.0,1G NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=49 ,0,137.0 / 119.0,1G NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=5 ,0,137.0 / 119.0,1P NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=14 ,0,137.0 / 119.0,1P NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=23 ,0,137.0 / 119.0,1P NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=32 ,0,137.0 / 119.0,1P NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=41 ,0,137.0 / 119.0,1P NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=3 ,0,137.0 / 119.0,1V NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=21 ,0,137.0 / 119.0,1V NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=30 ,0,137.0 / 119.0,1V NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=39 ,0,137.0 / 119.0,1V NA
Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=48 ,0,137.0 / 119.0,1V NA
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G1 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=7 ",0,137.0 / 119.0,2G Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G2 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=16 ",0,137.0 / 119.0,2G Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G3 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=25 ",0,137.0 / 119.0,2G Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G4 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=34 ",0,137.0 / 119.0,2G Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G5 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=43 ",0,137.0 / 119.0,2G Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G6 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=52 ",0,137.0 / 119.0,2G Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P1 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=8 ",0,137.0 / 119.0,2P Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P2 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=17 ",0,137.0 / 119.0,2P Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P3 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=26 ",0,137.0 / 119.0,2P Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P5 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=44 ",0,137.0 / 119.0,2P Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P6 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=53 ",0,137.0 / 119.0,2P Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V1 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=6 ",0,137.0 / 119.0,2V Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V2 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=15 ",0,137.0 / 119.0,2V Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V3 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=24 ",0,137.0 / 119.0,2V Gln
Malate 137/119,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V5 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=42 ",0,137.0 / 119.0,2V Gln
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1551782.12,89.0 / 89.0,1G NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=13 ,1851752.75,89.0 / 89.0,1G NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=22 ,1613161.12,89.0 / 89.0,1G NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=31 ,1670565.38,89.0 / 89.0,1G NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=40 ,1596715.25,89.0 / 89.0,1G NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=49 ,2100380.75,89.0 / 89.0,1G NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=5 ,1729120,89.0 / 89.0,1P NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=14 ,1467003.5,89.0 / 89.0,1P NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=23 ,1571446.75,89.0 / 89.0,1P NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=32 ,1661125.5,89.0 / 89.0,1P NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=41 ,1955957.75,89.0 / 89.0,1P NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=50 ,1165445.62,89.0 / 89.0,1P NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=3 ,1277707.75,89.0 / 89.0,1V NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=12 ,1294970.5,89.0 / 89.0,1V NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=21 ,903177.75,89.0 / 89.0,1V NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=30 ,2691316,89.0 / 89.0,1V NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=39 ,1328276.5,89.0 / 89.0,1V NA
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=48 ,701583.94,89.0 / 89.0,1V NA
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G1 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=7 ",1711417,89.0 / 89.0,2G Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G2 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=16 ",1669701.5,89.0 / 89.0,2G Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G3 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=25 ",492860.81,89.0 / 89.0,2G Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G4 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=34 ",1376784.88,89.0 / 89.0,2G Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G5 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=43 ",1293854.62,89.0 / 89.0,2G Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2G6 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=52 ",1166106.5,89.0 / 89.0,2G Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P1 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=8 ",1371311,89.0 / 89.0,2P Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P2 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=17 ",1430612,89.0 / 89.0,2P Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P3 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=26 ",1304951.88,89.0 / 89.0,2P Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P4 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=35 ",2018128.5,89.0 / 89.0,2P Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P5 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=44 ",1041277,89.0 / 89.0,2P Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2P6 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=53 ",4274794,89.0 / 89.0,2P Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V1 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=6 ",1479490.12,89.0 / 89.0,2V Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V2 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=15 ",878210.31,89.0 / 89.0,2V Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V3 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=24 ",1240163,89.0 / 89.0,2V Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V4 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=33 ",801010.25,89.0 / 89.0,2V Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V5 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=42 ",1455171.88,89.0 / 89.0,2V Gln
Lactate 89/89,"AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-2V6 Glc-5.5mMNA Gln-0.5mMC13[1,2] Pyr-0.23mM_Lac-0.9mMNA | Sample Number=51 ",2105991.5,89.0 / 89.0,2V Gln
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=10 ,1617015.25,89.0 / 89.0,3G Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=19 ,1180898.62,89.0 / 89.0,3G Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=28 ,1074946.88,89.0 / 89.0,3G Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=37 ,906736.38,89.0 / 89.0,3G Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=46 ,1690723.75,89.0 / 89.0,3G Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3G6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=55 ,912800.38,89.0 / 89.0,3G Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=11 ,1711063.62,89.0 / 89.0,3P Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=20 ,1439679.25,89.0 / 89.0,3P Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=29 ,1349743.38,89.0 / 89.0,3P Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=38 ,965995,89.0 / 89.0,3P Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=47 ,1341166,89.0 / 89.0,3P Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3P6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=56 ,1434844,89.0 / 89.0,3P Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=9 ,1373632.5,89.0 / 89.0,3V Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=18 ,919474.69,89.0 / 89.0,3V Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=27 ,1167288.5,89.0 / 89.0,3V Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=36 ,1132180.38,89.0 / 89.0,3V Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=45 ,1666342.5,89.0 / 89.0,3V Lac
Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-3V6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mM[U-13C] | Sample Number=54 ,1133899.25,89.0 / 89.0,3V Lac
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,74500,90.0 / 90.0,1G NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=13 ,69500,90.0 / 90.0,1G NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=22 ,57000,90.0 / 90.0,1G NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=31 ,69500,90.0 / 90.0,1G NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=40 ,73500,90.0 / 90.0,1G NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=49 ,80000,90.0 / 90.0,1G NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=5 ,70500,90.0 / 90.0,1P NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P2 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=14 ,47500,90.0 / 90.0,1P NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P3 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=23 ,60000,90.0 / 90.0,1P NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P4 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=32 ,66500,90.0 / 90.0,1P NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P5 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=41 ,99000,90.0 / 90.0,1P NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1P6 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=50 ,49000,90.0 / 90.0,1P NA
Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1V1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=3 ,69500,90.0 / 90.0,1V NA
